movieId,movielens_title,amazon_title,score,asin
275,Mixed Nuts (1994),Mixed Nuts,100.0,B00005QT9O
2252,Hero (1992),Hero,100.0,B000LMPJ6C
277,Miracle on 34th Street (1994),Miracle on 34th Street,100.0,B001EASNPY
923,Citizen Kane (1941),Citizen Kane,100.0,B0050FXDDQ
926,All About Eve (1950),All About Eve,100.0,B0009WKG58
1020,Cool Runnings (1993),Cool Runnings VHS,92.0,6303039456
1025,"Sword in the Stone, The (1963)",Sword in the Stone,94.0,B00EJXX09W
1967,Labyrinth (1986),Labyrinth,100.0,B01EFSORXS
351,"Corrina, Corrina (1994)",Corrina Corrina VHS,92.94117647058823,6303347665
2405,"Jewel of the Nile, The (1985)",The Jewel of the Nile,95.78947368421052,B00005KK3M
3066,Tora! Tora! Tora! (1970),Tora Tora Tora,100.0,B007LNBRKQ
932,"Affair to Remember, An (1957)",An Affair to Remember VHS,90.97308488612838,6301586026
1031,Bedknobs and Broomsticks (1971),Bedknobs and Broomsticks VHS,95.38461538461539,6301390725
1104,"Streetcar Named Desire, A (1951)",A Streetcar Named Desire,98.2608695652174,0790729377
1032,Alice in Wonderland (1951),Alice in Wonderland,100.0,B00B1LM77G
3723,Hamlet (1990),Hamlet,100.0,B001P7YDV4
1042,That Thing You Do! (1996),That Thing You Do VHS,93.68421052631578,6304342462
2424,You've Got Mail (1998),You've Got Mail,100.0,6305368201
3087,Scrooged (1988),Scrooged,100.0,6305609764
953,It's a Wonderful Life (1946),It's a Wonderful Life VHS,94.54545454545453,B0006U5VB2
954,Mr. Smith Goes to Washington (1939),Mr. Smith Goes to Washington,100.0,B000056FLW
2863,"Hard Day's Night, A (1964)",A Hard Day's Night,97.5,B00J2PQYYK
3593,Battlefield Earth (2000),Battlefield Earth VHS,93.68421052631578,B00003CXIU
520,Robin Hood: Men in Tights (1993),Robin Hood - Men in Tights VHS,95.38461538461539,6302946387
3668,Romeo and Juliet (1968),Romeo And Juliet,100.0,B009C30MOU
62,Mr. Holland's Opus (1995),Mr. Holland's Opus VHS,93.33333333333333,6304078102
3309,"Dog's Life, A (1920)",A Dog's Life,96.0,B000BKJ76W
2436,Tea with Mussolini (1999),Tea With Mussolini,100.0,630560097X
3097,"Shop Around the Corner, The (1940)",The Shop Around the Corner,96.66666666666666,6301976045
2000,Lethal Weapon (1987),Lethal Weapon 1-4,93.79310344827587,B00HJK1HVA
2001,Lethal Weapon 2 (1989),Lethal Weapon 1-4,92.81423804226918,B00HJK1HVA
1200,Aliens (1986),Alien,94.54545454545453,B00MBNYMDU
2003,Gremlins (1984),Gremlins,100.0,B00006JMSM
1203,12 Angry Men (1957),12 Angry Men,100.0,B005HK13P4
2005,"Goonies, The (1985)",The Goonies,91.11111111111111,B000CCL1NQ
3675,White Christmas (1954),White Christmas,100.0,B001UHOWX8
2946,Help! (1965),Help,100.0,B0041ER7DO
1135,Private Benjamin (1980),Private Benjamin,100.0,B00004CYR8
2948,From Russia with Love (1963),From Russia With Love,100.0,B011MHCLJC
3174,Man on the Moon (1999),Man on the Moon VHS,92.94117647058823,0783241313
2378,Police Academy (1984),Police Academy,100.0,6304602901
971,Cat on a Hot Tin Roof (1958),Cat on a Hot Tin Roof,100.0,079079568X
2011,Back to the Future Part II (1989),Back to the Future Part III VHS,94.73684210526315,630179513X
2012,Back to the Future Part III (1990),Back to the Future Part III VHS,95.86206896551724,630179513X
1215,Army of Darkness (1993),Army of Darkness,100.0,B0025VLEMK
1073,Willy Wonka and the Chocolate Factory (1971),Willy Wonka &amp; the Chocolate Factory VHS,91.68399168399168,6304176287
3688,Porky's (1981),Porky's,100.0,B000O76ZNU
541,Blade Runner (1982),Blade Runner,100.0,0790729628
542,Son in Law (1993),Son in Law VHS,90.0,6302994071
3254,Wayne's World 2 (1993),Wayne's World,95.38461538461539,B00UGPDHJK
2453,"Boy Who Could Fly, The (1986)",The Boy Who Could Fly VHS,90.97308488612838,B000006FFU
2529,Planet of the Apes (1968),Planet of the Apes,100.0,B0000TPA4C
1654,FairyTale: A True Story (1997),Fairytale: A True Story,100.0,B00AKGG5PS
116,Anne Frank Remembered (1995),Anne Frank Remembered VHS,94.78260869565219,6304197632
1220,"Blues Brothers, The (1980)",The Blues Brothers,95.0,B00005ABTK
2968,Time Bandits (1981),Time Bandits,100.0,B00NMUCHNS
2530,Beneath the Planet of the Apes (1970),Beneath the Planet of the Apes VHS,96.25,6301661710
3264,Buffy the Vampire Slayer (1992),Buffy the Vampire Slayer,100.0,B0001B3Z00
3194,"Way We Were, The (1973)",The Way We Weren't,90.53571428571429,B003QTDI74
2393,Star Trek: Insurrection (1998),Star Trek: Insurrection,100.0,6305365121
1302,Field of Dreams (1989),Rice Field of Dreams,91.42857142857143,B00EWJ3Z8Y
1230,Annie Hall (1977),Annie Hall,100.0,B006FSRSFQ
2105,Tron (1982),Tron,100.0,B000006IJP
2109,"Jerk, The (1979)",Jerk Theory,90.52631578947367,B007IU8Z2A
1091,Weekend at Bernie's (1989),Weekend at Bernie's,100.0,B00094ARJQ
3347,Never Cry Wolf (1983),Never Cry Wolf,100.0,B000646M1Q
2111,"Man with Two Brains, The (1983)",The Man with Two Brains,96.1904761904762,6305308802
2043,Darby O'Gill and the Little People (1959),Darby O'Gill &amp; The Little People VHS,90.71861471861472,630402925X
2047,"Gnome-Mobile, The (1967)",The Gnome-Mobile,93.84615384615384,B0000DZTIP
2049,"Happiest Millionaire, The (1967)",The Happiest Millionaire,96.36363636363637,6305512043
1753,Half Baked (1998),Half Baked VHS,90.0,0783226608
2706,American Pie (1999),American Pie,100.0,B000ECX10U
663,Kids in the Hall: Brain Candy (1996),Kids in the Hall - Brain Candy VHS,96.0,6304125941
3448,"Good Morning, Vietnam (1987)",Good Morning Vietnam VHS,94.54545454545453,6303027016
246,Hoop Dreams (1994),Hoop Dreams,100.0,B00R244DX2
1288,This Is Spinal Tap (1984),This Is Spinal Tap,100.0,B003TP3U78
3396,"Muppet Movie, The (1979)",The Muppet Movie,94.28571428571429,0788860119
3101,Fatal Attraction (1987),Fatal Attraction VHS,93.33333333333333,6300262952
2598,Pushing Tin (1999),Pushing Tin VHS,90.76923076923077,6305575762
764,Heavy (1995),Heavy,100.0,B00005MM6T
342,Muriel's Wedding (1994),Muriel's Wedding,100.0,B004SIP8WU
1887,Almost Heroes (1998),Almost Heroes VHS,92.0,B00000EZRQ
3129,Sweet and Lowdown (1999),Sweet and Low-Down,100.0,B00E5N8QVS
788,"Nutty Professor, The (1996)",The Nutty Professor,95.29411764705883,B001DJ7PQE
3146,Deuce Bigalow: Male Gigolo (1999),Deuce Bigalow: Male Gigolo,100.0,B000CDGVQW
440,Dave (1993),Dave,100.0,B00004RYKP
441,Dazed and Confused (1993),Dazed and Confused,100.0,0783227361
2507,Breakfast of Champions (1999),Breakfast of Champions VHS,95.0,6305715831
88,Black Sheep (1996),Black Sheep,100.0,B015SE33I8
3362,Dog Day Afternoon (1975),Dog Day Afternoon VHS,93.68421052631578,0790733927
813,Larger Than Life (1996),Larger Than Life,100.0,B016BSRER6
3897,Almost Famous (2000),Almost Famous,100.0,B00003CXMG
934,Father of the Bride (1950),Father of the Bride VHS,94.28571428571428,B00005BCOP
3658,Quatermass and the Pit (1967),Quatermass And The Pit [DVD] (12),91.76470588235294,B000HEVTKY
1303,"Man Who Would Be King, The (1975)",The Man Who Would Be King VHS,92.35555555555555,6304457359
2616,Dick Tracy (1990),Dick Tracy,100.0,B00DTW6JHO
3785,Scary Movie (2000),Scary Movie,100.0,B00004Z4WQ
1262,"Great Escape, The (1963)",The Great Escape,94.28571428571429,B000ACKXSC
2641,Superman II (1980),Superman,90.52631578947367,B0009R991A
2822,Medicine Man (1992),Medicine Man VHS,91.42857142857143,6302482712
3494,True Grit (1969),True Grit,100.0,B003UESJME
421,Black Beauty (1994),Black Beauty,100.0,B00003CWIN
3070,"Adventures of Buckaroo Bonzai Across the 8th Dimension, The (1984)",The Adventures Of Buckaroo Banzai Across The 8th Dimension,96.82266009852216,B01F6EHOFS
2414,Young Sherlock Holmes (1985),Young Sherlock Holmes VHS,94.78260869565219,6300214508
517,Rising Sun (1993),Rising Sun,100.0,B003QOO8FU
952,Around the World in 80 Days (1956),Around the World in 80 Days,100.0,B000093NOT
2370,"Emerald Forest, The (1985)",The Emerald Forest,95.0,B0000542C6
1587,Conan the Barbarian (1982),Conan the Barbarian,100.0,B004EPYZTE
3269,Forever Young (1992),Forever Young,100.0,B005710OGC
3354,Mission to Mars (2000),Mission to Mars,100.0,6305958041
2572,10 Things I Hate About You (1999),10 Things I Hate About You VHS,95.71428571428572,6305537798
3033,Spaceballs (1987),Spaceballs,100.0,B00YBEISL4
2243,Broadcast News (1987),Broadcast News VHS,92.5,6301066162
2694,Big Daddy (1999),Big Daddy,100.0,B00000K3UU
1982,Halloween (1978),Halloween,100.0,B00EM3NOF4
2485,She's All That (1999),She's All That,100.0,6305428255
3798,What Lies Beneath (2000),What Lies Beneath VHS,93.68421052631578,B00003CXI6
2719,"Haunting, The (1999)",The Haunting,92.0,B00BTYXNRI
748,"Arrival, The (1996)","Rival, The",94.0,B000MV8AEA
2724,Runaway Bride (1999),Hef's Runaway Bride,90.32258064516128,B005OLAN66
2581,Never Been Kissed (1999),Never Been Kissed VHS,93.68421052631578,630557605X
1422,Murder at 1600 (1997),Murder at 1600,100.0,0790732149
3535,American Psycho (2000),American Psycho VHS,92.94117647058823,0783243499
832,Ransom (1996),Ransomed,91.42857142857143,B00HQ6WQBW
762,Striptease (1996),Strip-Tease,100.0,B004LRWB64
2763,"Thomas Crown Affair, The (1999)",The Thomas Crown Affair VHS,91.72173913043478,6305657939
2764,"Thomas Crown Affair, The (1968)",The Thomas Crown Affair VHS,91.72173913043478,6305657939
1892,"Perfect Murder, A (1998)",A Perfect Murder VHS,90.83333333333333,0790741644
1608,Air Force One (1997),Air Force One,100.0,0767803434
1396,Sneakers (1992),Sneakers,100.0,B00WGUWDVG
2840,Stigmata (1999),Stigmata,100.0,B000CCKK5Q
2841,Stir of Echoes (1999),Stir Of Echoes,100.0,0784013470
3646,Big Momma's House (2000),Big Momma's House,100.0,B00003CXJY
500,Mrs. Doubtfire (1993),Mrs. Doubtfire,100.0,B00005K26B
3145,"Cradle Will Rock, The (1999)",Cradle Will Rock VHS,90.92307692307693,6305810079
2272,One True Thing (1998),One True Thing VHS,92.5,0783229747
2273,Rush Hour (1998),Rush Hour 3,94.0,B000WGYMTM
1487,Selena (1997),Elena,94.54545454545453,B00NB9ILGM
2433,"Civil Action, A (1998)",A Civil Action,96.92307692307693,630542828X
70,From Dusk Till Dawn (1996),From Dusk Till Dawn,100.0,B00LVZJW4I
1644,I Know What You Did Last Summer (1997),I Still Know What You Did Last Summer VHS,90.3763440860215,0767826728
1645,"Devil's Advocate, The (1997)",The Devil's Advocate VHS,90.07518796992481,0790736527
2882,Jakob the Liar (1999),Jacob the Liar (1974),92.85714285714286,7885729087
2387,Very Bad Things (1998),Very Bad Things,100.0,6305353549
2389,Psycho (1998),Psycho 3,91.42857142857143,B00000JZHG
3261,Singles (1992),Singles,100.0,B000B7MDMU
2605,Entrapment (1999),Entrapment VHS,90.0,6305622825
1805,Wild Things (1998),Wild Thing VHS,90.89523809523808,6301505662
2391,"Simple Plan, A (1998)",A Simple Plan,96.66666666666666,6305417830
2394,"Prince of Egypt, The (1998)",The Prince of Egypt VHS,90.07518796992481,078322995X
2555,Baby Geniuses (1999),Baby Geniuses,100.0,B00000J2KA
2629,"Love Letter, The (1999)","Love Letter, The 1999",91.42857142857143,B00AKGG8FA
2701,Wild Wild West (1999),Wild Wild West VHS,92.5,B00001ZWTS
2713,Lake Placid (1999),Lake Placid,100.0,B000S0SY8C
1911,Doctor Dolittle (1998),Doctor Dolittle VHS,92.94117647058823,6303095216
2720,Inspector Gadget (1999),Inspector Gadget,100.0,6305616027
2722,Deep Blue Sea (1999),Deep Blue Sea,100.0,B00284EM8W
2828,Dudley Do-Right (1999),Dudley Do-Right,100.0,B000035Z3G
2761,"Iron Giant, The (1999)",The Iron Giant,93.33333333333334,B000028U3R
2856,I Saw What You Did (1965),I Saw What You Did,100.0,B00KIZY2QA
2888,Drive Me Crazy (1999),Drive Me Crazy VHS,92.5,6305761213
2392,Jack Frost (1998),Jack Frost,100.0,B000KM4GUS
2975,"Best Man, The (1999)",The Best Man,92.0,B000KLR3C2
1179,"Grifters, The (1990)",The Grifters,92.0,6304981643
2553,Village of the Damned (1960),Village of the Damned,100.0,0783230427
3932,"Invisible Man, The (1933)",The Invisible Man,94.66666666666667,B00008AWQX
1185,My Left Foot (1989),My Left Foot,100.0,0783114729
3879,"Art of War, The (2000)",The Art of War,93.33333333333334,B00003CXMV
3375,Destination Moon (1950),Destination Moon VHS,93.33333333333333,630401323X
3457,Waking the Dead (1999),Walking the Dead,95.3978494623656,B004MXXV3Y
247,Heavenly Creatures (1994),Heavenly Creatures VHS,94.0,6303433766
1428,Angel Baby (1995),Angel Baby,100.0,B002EAYDO8
2661,It Came from Outer Space (1953),It Came from Outer Space VHS,95.38461538461539,6303046436
2663,It Came from Beneath the Sea (1955),It Came From Beneath the Sea VHS,96.0,6303257372
2664,Invasion of the Body Snatchers (1956),Invasion Of The Body Snatchers,100.0,B00O48Q1HK
2668,Swamp Thing (1982),Swamp Thing,100.0,B00295SL0A
2173,"Navigator: A Mediaeval Odyssey, The (1988)",The Navigator: A Medieval Odyssey,95.79823455233291,B00BC0JIW8
198,Strange Days (1995),Strange Days VHS,91.42857142857143,630398021X
2752,Outrageous Fortune (1987),Outrageous Fortune,100.0,B001IAZ2SQ
3700,"Brother from Another Planet, The (1984)",Brother From Anorther Planet,94.18798151001542,B005CKIFB4
3638,Moonraker (1979),Moonraker,100.0,B000056OCJ
1601,Hoodlum (1997),Hoodlum,100.0,B01F57MY9W
2346,"Stepford Wives, The (1975)",The Stepford Wives,95.0,6304697988
446,Farewell My Concubine (1993),Farewell My Concubine VHS,94.78260869565219,6303187196
3156,Bicentennial Man (1999),Bicentennial Man,100.0,630587493X
2287,Them! (1954),The,91.42857142857143,B000X9LVQA
3594,Center Stage (2000),Center Stage,100.0,B00004XPPD
1069,"Murder, My Sweet (1944)","Murder, My Sweet",100.0,B00099ZIBS
2010,Metropolis (1926),Metropolis,100.0,B00070EJ8M
3827,Space Cowboys (2000),Space Cowboys,100.0,B00005ALS2
610,Heavy Metal (1981),Heavy Metal,100.0,B004LV3VQE
1077,Sleeper (1973),Sleeper,100.0,B0070EUHMU
2526,Meteor (1979),Meteor,100.0,B00A704G5I
2533,Escape from the Planet of the Apes (1971),Escape from the Planet of the Apes,100.0,B001G7Q15O
2613,Night of the Comet (1984),Night of the Comet,100.0,B000MDFTHE
2542,"Lock, Stock & Two Smoking Barrels (1998)","Lock, Stock, and Two Smoking Barrels",90.91666666666667,B002QZ2DPW
496,What Happened Was... (1994),What Happened Was... VHS,93.68421052631578,6303961703
2549,Wing Commander (1999),Wing Commander VHS,92.5,6305475695
3927,Fantastic Voyage (1966),Fantastic Voyage,100.0,B000OCXLAK
2117,Nineteen Eighty-Four (1984),Nineteen Eighty Four,96.35627530364371,B0027VW6ZW
2123,All Dogs Go to Heaven (1989),Dogs Go to Heaven,93.68421052631578,B01CQY68C6
2052,Hocus Pocus (1993),Hocus Pocus,100.0,B00008DDWC
2993,Thunderball (1965),Thunderball VHS,90.76923076923077,6303651488
222,Circle of Friends (1995),Circle of Friends VHS,93.68421052631578,6303501281
2139,"Secret of NIMH, The (1982)",The Secret of Nimh,95.0,B00FYPI1W0
3440,Teenage Mutant Ninja Turtles III (1993),Teenage Mutant Ninja Turtles III VHS,96.47058823529412,6303416403
2718,Drop Dead Gorgeous (1999),Drop Dead Gorgeous,100.0,B004CWLRKY
2573,Tango (1998),TANGO,100.0,B000083XJ0
232,Eat Drink Man Woman (1994),Eat Drink Man Woman,100.0,B00H488API
2143,Legend (1985),Legend,100.0,B0001EQI5G
2145,Pretty in Pink (1986),Pretty in Pink VHS,92.5,6300214710
1275,Highlander (1986),Highlander,100.0,B000056N8Y
2153,"Avengers, The (1998)",The Avengers,92.0,0767015525
2083,"Muppet Christmas Carol, The (1992)",The Muppet Christmas Carol,96.66666666666666,078885996X
2085,101 Dalmatians (1961),101 Dalmatians,100.0,B00O4ZC5A0
2089,"Rescuers Down Under, The (1990)",The Rescuers Down Under VHS,91.72173913043478,B00004R99N
2807,Universal Soldier: The Return (1999),Universal Soldier: The Return,100.0,B000022TSJ
2739,"Color Purple, The (1985)",Color Purple,91.42857142857143,B000CCRC66
3397,"Great Muppet Caper, The (1981)",The Great Muppet Caper VHS,91.36363636363636,B00000IQBP
3398,"Muppets Take Manhattan, The (1984)",The Muppets Take Manhattan VHS,92.63736263736264,6300250407
3399,Sesame Street Presents Follow That Bird (1985),Sesame Street Presents Follow that Bird VHS,97.07317073170731,B00004UGAU
1367,101 Dalmatians (1996),101 Dalmatians,100.0,B00O4ZC5A0
839,"Crow: City of Angels, The (1996)",The Crow: City of Angels VHS,91.72173913043478,6304259093
1005,D3: The Mighty Ducks (1996),D3 - The Mighty Ducks VHS,94.28571428571428,6304311834
1876,Deep Impact (1998),Deep Impact VHS,90.76923076923077,0792153189
261,Little Women (1994),Little Women,100.0,B000RXZIKW
262,"Little Princess, A (1995)",A Little Princess,97.5,B00LHBU5PG
2248,Say Anything... (1989),Say Anything,100.0,B00Q3F0PO2
1956,Ordinary People (1980),Ordinary People VHS,92.94117647058823,6300216977
26,Othello (1995),Othello,100.0,B00005YUND
3705,Bird on a Wire (1990),Bird on a Wire,100.0,B00B8JSY14
3633,On Her Majesty's Secret Service (1969),On Her Majesty's Secret Service (PAL),96.25,B000050FIY
3635,"Spy Who Loved Me, The (1977)",Spy Who Loved Me,93.33333333333333,B00G1MCGEE
3639,"Man with the Golden Gun, The (1974)","Man With the Golden Gun, The",100.0,B011MHCW50
2402,Rambo: First Blood Part II (1985),Rambo First Blood Part II,100.0,B000A6XY6Q
1606,Kull the Conqueror (1997),The Conqueror,90.32258064516128,B004XC5LRI
1391,Mars Attacks! (1996),Mass Attacks,91.66666666666666,B00ATEK10G
291,Poison Ivy II (1995),Poison Ivy,92.17391304347825,B002MZZTXY
940,"Adventures of Robin Hood, The (1938)",The Adventures of Robin Hood,96.92307692307693,B002DH20QA
2421,"Karate Kid, Part II, The (1986)",The Karate Kid Part III VHS,90.24118738404454,6301570723
1064,Aladdin and the King of Thieves (1996),Aladdin and the King of Thieves VHS,96.36363636363636,6304089201
532,Serial Mom (1994),Serial Mom VHS,90.0,6303168345
2014,Freaky Friday (1977),Freaky Friday,100.0,B00005JMCW
2953,Home Alone 2: Lost in New York (1992),Home Alone 2 - Lost in New York,100.0,B00E98G2LK
616,"Aristocats, The (1970)",Aristocats,90.0,B00838HVDA
546,Super Mario Bros. (1993),Super Mario Bros,100.0,B0016Q0ODU
2450,Howard the Duck (1986),Howard the Duck VHS,92.94117647058823,6300185788
86,White Squall (1996),White Squall VHS,91.42857142857143,630410605X
2020,Dangerous Liaisons (1988),Dangerous Liaisons,100.0,B00AN5LCXQ
2025,Lolita (1997),Lolita,100.0,B000065HVX
1591,Spawn (1997),Spawn,100.0,B000ASDFE0
1739,3 Ninjas: High Noon On Mega Mountain (1998),3 Ninjas: High Noon At Mega Mountain VHS,91.22779922779924,0800111842
3911,Best in Show (2000),Best in Show,100.0,B00005ALS0
493,Menace II Society (1993),Menace II Society,100.0,630469623X
2042,D2: The Mighty Ducks (1994),D2 - The Mighty Ducks VHS,94.28571428571428,6303168957
3930,"Creature From the Black Lagoon, The (1954)",Creature from the Black Lagoon,96.25,B00C1AIMXE
1321,"American Werewolf in London, An (1981)",An American Werewolf in London,97.89473684210526,B000IONJHE
2990,Licence to Kill (1989),Licence to Kill,100.0,B011MHBHPG
2991,Live and Let Die (1973),Die and Let Live,93.5483870967742,B000XSKDMY
1327,"Amityville Horror, The (1979)",The Amityville Horror,95.78947368421052,B0015RRN7U
1258,"Shining, The (1980)",The Shining,91.11111111111111,B00005ATQJ
1407,Scream (1996),Scream,100.0,B0021BSOHM
2644,Dracula (1931),Dracula,100.0,B00LVZJZ9A
2574,"Out-of-Towners, The (1999)",The Out-Of-Towners,94.28571428571429,6305526079
1772,Blues Brothers 2000 (1998),Blues Brothers 2000,100.0,B000053W55
2648,Frankenstein (1931),Frankenstein,100.0,B016JB0KGM
2653,Son of Dracula (1943),Son of Dracula VHS,92.5,6301005783
2160,Rosemary's Baby (1968),Rosemary's Baby,100.0,B00KA0VEGO
330,Tales from the Hood (1995),Tales From the Hood VHS,94.28571428571428,6303651917
785,Kingpin (1996),Kingpin,100.0,B00009AV85
2836,Outside Providence (1999),Outside Providence VHS,94.0,6305732329
420,Beverly Hills Cop III (1994),Beverly Hills Cop,93.68421052631578,B000GJ0KR8
2338,I Still Know What You Did Last Summer (1998),I Still Know What You Did Last Summer VHS,96.9230769230769,0767826728
2195,Dirty Work (1998),Dirty Work,100.0,0792842162
1974,Friday the 13th (1980),Friday the 13th 2 VHS,90.0,6300214192
2782,Pit and the Pendulum (1961),The Pit and The Pendulum VHS,90.0,B000038IFO
3082,"World Is Not Enough, The (1999)","World Is Not Enough, The 007",95.19999999999999,B000CCKJCA
3596,Screwed (2000),Screwed,100.0,B008ZD4Q9U
1994,Poltergeist (1982),Poltergeist,100.0,B0118S73VG
2502,Office Space (1999),Office Space VHS,91.42857142857143,6305499365
2367,King Kong (1976),King Kong,100.0,B001XRLXC8
2296,"Night at the Roxbury, A (1998)",A Night at the Roxbury VHS,93.18181818181817,6305300550
1717,Scream 2 (1997),Scream,91.42857142857143,B0021BSOHM
1219,Psycho (1960),Psycho 3,91.42857142857143,B00000JZHG
3325,"Next Best Thing, The (2000)",The Next Best Thing,95.29411764705883,0792166736
1655,Phantoms (1998),Phantom,96.0,B016I008LG
3273,Scream 3 (2000),Scream 3,100.0,6305892946
1694,"Apostle, The (1997)",The Apostle,91.11111111111111,B00007ELF1
585,"Brady Bunch Movie, The (1995)",The Brady Bunch Movie VHS,90.97308488612838,6303494080
2800,Little Nemo: Adventures in Slumberland (1992),Little Nemo: Adventures in Slumberland VHS,96.9230769230769,6302650046
3053,"Messenger: The Story of Joan of Arc, The (1999)",The Messenger: The Story of Joan of Arc,97.77777777777777,B00IMHSXDE
3774,House Party 2 (1991),House Party 2 VHS,92.0,0780606957
3355,"Ninth Gate, The (2000)",The Ninth Gate,93.33333333333334,6305897786
1754,Fallen (1998),Fallen,100.0,B00404ME0Q
1689,"Man Who Knew Too Little, The (1997)",The Man Who Knew Too Little VHS,92.89910600255428,B00004RF8D
2122,Children of the Corn (1984),Children of the Corn VHS,94.54545454545453,6302720419
2134,Weird Science (1985),Weird Science VHS,92.0,6300184269
3017,Creepshow 2 (1987),Creepshow,94.0,B00E8CZBMI
1347,"Nightmare on Elm Street, A (1984)",A Nightmare on Elm Street,98.33333333333334,B005NWTQ4Q
818,"Very Brady Sequel, A (1996)",A Very Brady Sequel VHS,92.18045112781955,6304279000
3450,Grumpy Old Men (1993),Grumpy Old Men,100.0,B0002XOZRE
312,Stuart Saves His Family (1995),Stuart Saves His Family VHS,95.19999999999999,6303646417
173,Judge Dredd (1995),Judge Dredd,100.0,B008C0C1Y8
2150,"Gods Must Be Crazy, The (1980)",The Gods Must Be Crazy II,91.51904997525978,B00JQHOIII
3896,"Way of the Gun, The (2000)",The Way of the Gun,95.0,B000053V7A
256,Junior (1994),Junior,100.0,B003JCG56Y
2671,Notting Hill (1999),Notting Hill,100.0,B0006467M0
910,Some Like It Hot (1959),Some Like It Hot,100.0,B000WC39VS
3120,"Distinguished Gentleman, The (1992)",The Distinguished Gentleman VHS,92.89910600255428,630272256X
3052,Dogma (1999),Dogman,94.54545454545453,B0093KZDVO
2263,"Seventh Sign, The (1988)",The Seventh Sign,94.28571428571429,B00004T8WW
2265,Nothing But Trouble (1991),Nothing But Trouble VHS,94.28571428571428,6302641764
2413,Clue (1985),Clue,100.0,B00JJOY4GY
2416,Back to School (1986),Back To School,100.0,0792843991
1047,"Long Kiss Goodnight, The (1996)",The Long Kiss Goodnight,96.1904761904762,B004AHKMTI
3660,Puppet Master (1989),Puppet Master 7,95.71428571428572,B0000214FT
3661,Puppet Master II (1990),Puppet Master II,100.0,B000A8JA8K
1205,"Transformers: The Movie, The (1986)",Transformers: The Movie,95.0,B01GU82O9U
473,In the Army Now (1994),In the Army Now VHS,92.94117647058823,6303354939
81,Things to Do in Denver when You're Dead (1995),Things To Do In Denver When You're Dead UK,97.72151898734177,B004WJRV4S
3258,Death Becomes Her (1992),Death Becomes Her,100.0,B000CCGDXO
3917,Hellraiser (1987),Hellraiser,100.0,B001QMCJ0K
3505,No Way Out (1987),No Way Out,100.0,B0045H4QSG
1189,"Thin Blue Line, The (1988)",The Thin Blue Lie,91.83410138248848,B00007ELFE
659,Purple Noon (1960),Purple Noon VHS,90.76923076923077,6304298315
1267,"Manchurian Candidate, The (1962)",The Manchurian Candidate,96.36363636363637,B0006210ZG
1845,Zero Effect (1998),Zero Effect,100.0,0780623223
2148,House (1986),House,100.0,B0053TWVK0
2149,House II: The Second Story (1987),House II: The Second Story VHS,95.55555555555556,6303954197
3521,Mystery Train (1989),Mystery Train,100.0,0792844033
674,Barbarella (1968),Barbarella VHS,90.0,6300216047
2808,Universal Soldier (1992),Universal Soldier,100.0,B00QSHWYN0
3104,Midnight Run (1988),Midnight Run,100.0,B013FO6PVA
187,Party Girl (1995),Party Girl,100.0,B000EOTVDY
3618,Small Time Crooks (2000),Small Time Crooks VHS,93.68421052631578,B00003CXGR
11,"American President, The (1995)",American Presidents,91.60184574818723,B000VD5HO0
2241,Class (1983),Declass,90.0,B002O1C22C
3044,Dead Again (1991),Dead Again VHS,90.0,6302289009
196,Species (1995),Species,100.0,B0002KPHWE
3556,"Virgin Suicides, The (1999)",The Virgin Suicides,95.29411764705883,B00003CXH1
1958,Terms of Endearment (1983),Terms of Endearment VHS,94.28571428571428,6300214117
2322,Soldier (1998),Soldier,100.0,B000IZJRTC
2259,Blame It on Rio (1984),Blame It on Rio VHS,92.94117647058823,B000035P6F
3634,Seven Days in May (1964),Seven Days in May VHS,93.68421052631578,6304457391
3708,Firestarter (1984),Firestarter VHS,90.76923076923077,6300183459
45,To Die For (1995),To Die for VHS,90.0,6304601905
951,His Girl Friday (1940),His Girl Friday,100.0,6305416192
521,Romeo Is Bleeding (1993),Romeo Is Bleeding VHS,93.68421052631578,6303102239
3741,Badlands (1973),Badlands,100.0,B00AQ6J5JU
1212,"Third Man, The (1949)",The Third Man,92.72727272727272,B00X7RHUFQ
3338,For All Mankind (1989),For All Mankind,100.0,0780022319
125,Flirting With Disaster (1996),Flirting With Disaster VHS,95.0,6304345062
3770,Dreamscape (1984),Dreamscape VHS,90.0,6301933532
2118,"Dead Zone, The (1983)",The Dead Zone,92.72727272727272,B000NQ28MO
2119,Maximum Overdrive (1986),Maximum Overdrive VHS,93.68421052631578,6304113404
3361,Bull Durham (1988),Bull Durham VHS,90.76923076923077,630120798X
2132,Who's Afraid of Virginia Woolf? (1966),Who's Afraid of Virginia Woolf? VHS,96.12903225806451,B000006FKX
2301,History of the World: Part I (1981),History of the World Part 1 VHS,90.9694209499024,630179799X
2245,Working Girl (1988),Working Girls,97.6,B000059PP7
2757,Frances (1982),Francesca,92.5,B01G24WKRI
2915,Risky Business (1983),Risky Business,100.0,B0018QPPXW
372,Reality Bites (1994),Reality Bites,100.0,0783227922
2352,"Big Chill, The (1983)",The Big Chill,92.72727272727272,B00W6OFHOC
1057,Everyone Says I Love You (1996),Everyone Says I Love You VHS,95.38461538461539,630450392X
2709,Muppets From Space (1999),MUPPETS FROM SPACE,100.0,B00AQ6P9XQ
