item_index,asin,title
805,B00003CXMY,Saving Grace (2000)
442,6304267835,Chungking Express (1994)
1086,B001GS7AZS,"Color of Money, The (1986)"
878,B000056HP2,"Tao of Steve, The (2000)"
1139,B004SIP6E0,Cinema Paradiso (1988)
563,6305203725,"Slums of Beverly Hills, The (1998)"
643,630567681X,Clockwatchers (1997)
174,6301704754,Men Don't Leave (1990)
0,0764003828,Take the Money and Run (1969)
275,6303313329,Fear of a Black Hat (1993)
490,630451493X,When We Were Kings (1996)
185,6301963725,Predator 2 (1990)
758,B0000203Y5,Buena Vista Social Club (1999)
1297,B00Z9HSFY2,Balto (1995)
499,6304611641,'Til There Was You (1997)
45,0783230486,How to Make an American Quilt (1995)
1120,B0031DDG9A,Malice (1993)
724,B00000F7AE,Stuart Little (1999)
1188,B00AEJQA4W,Mafia! (1998)
352,6303925243,"Kid in King Arthur's Court, A (1995)"
1298,B00ZJYJCWY,Mighty Joe Young (1998)
731,B00000IBMD,"Farewell to Arms, A (1932)"
1014,B000E1YW2C,"Poseidon Adventure, The (1972)"
12,0767819519,"Deep End of the Ocean, The (1999)"
1077,B001BSBBGW,Plan 9 from Outer Space (1958)
1015,B000E1ZK5A,U-571 (2000)
755,B00001TZ5Z,Free Enterprise (1998)
304,6303471579,"Island of Dr. Moreau, The (1996)"
1210,B00COHGPGK,Airport (1970)
517,6304744404,Event Horizon (1997)
1284,B00T6SZNOA,"Black Hole, The (1979)"
506,6304680694,Rocketship X-M (1950)
386,630401709X,"They Shoot Horses, Don't They? (1969)"
830,B00004TJFJ,Something Wicked This Way Comes (1983)
822,B00004RERO,"Slipper and the Rose, The (1976)"
1227,B00EM3NOF4,Halloween (1978)
414,6304136242,Halloween: The Curse of Michael Myers (1995)
817,B00004CT8J,Muppet Treasure Island (1996)
1157,B005LAIIAI,"Texas Chainsaw Massacre, The (1974)"
558,6305171769,Halloween: H20 (1998)
544,6305076731,"Object of My Affection, The (1998)"
1215,B00DCCZO2W,Up Close and Personal (1996)
1301,B010GJM76Y,Boys on the Side (1995)
203,6302256690,Dying Young (1991)
616,6305499446,Simply Irresistible (1999)
564,6305210101,Smoke Signals (1998)
1223,B00E6F148M,Mother (1996)
380,630401144X,"Month by the Lake, A (1995)"
377,630400463X,Crimes of the Heart (1986)
1216,B00DNF1RM4,Dance with Me (1998)
708,6306005153,Passion of Mind (1999)
230,6302767741,Peter's Friends (1992)
1239,B00HVJZ576,Pollyanna (1960)
489,6304509405,"Beautician and the Beast, The (1997)"
519,6304798458,She's So Lovely (1997)
1012,B000CEXG00,"Flintstones, The (1994)"
383,630401614X,Carrington (1995)
922,B0000633R4,Only You (1994)
967,B0001F33GW,I'll Be Home For Christmas (1998)
293,6303413293,Queens Logic (1991)
743,B00000JGOJ,Playing by Heart (1998)
893,B00005B1VQ,"House of the Spirits, The (1993)"
935,B00006JMRD,"Quiet Man, The (1952)"
1200,B00BLN4V6E,Jumpin' Jack Flash (1986)
277,630333458X,Naked in New York (1994)
369,630397788X,Unstrung Heroes (1995)
516,630473784X,American Strays (1996)
29,0780630866,"Nightmare on Elm Street 3: Dream Warriors, A (1987)"
140,6300214311,Friday the 13th Part 3: 3D (1982)
1187,B00AEFY2WI,Friday the 13th Part VI: Jason Lives (1986)
468,6304401248,Herbie Goes Bananas (1980)
1274,B00OGT2UFE,Jingle All the Way (1996)
1166,B0074JOCMC,Titanic (1997)
64,0790732521,Michael Collins (1996)
1161,B0068MNNS0,Last Man Standing (1996)
541,630505116X,Deep Rising (1998)
1100,B0026IQTRW,Everest (1998)
695,6305944253,Dinosaur (2000)
188,6301969774,From Here to Eternity (1953)
364,6303954138,Empire Records (1995)
372,6303990452,Cutthroat Island (1995)
467,630440123X,Herbie Rides Again (1974)
251,6303057942,Addams Family Values (1993)
273,6303292860,I Love Trouble (1994)
1169,B0079J28NW,Yellow Submarine (1968)
951,B00008L3S9,Renaissance Man (1994)
295,630341964X,Richie Rich (1994)
1238,B00HI9QGHW,For Love or Money (1993)
379,6304008716,Nick of Time (1995)
1270,B00O2MRX6G,"Replacements, The (2000)"
279,6303337120,Black and White (1999)
608,6305451613,Assassins (1995)
578,6305265682,Polish Wedding (1998)
791,B00003CXIY,Road Trip (2000)
367,6303965792,Vampire in Brooklyn (1995)
227,6302728657,Enchanted April (1991)
543,6305074216,Needful Things (1993)
287,6303359574,Princess Caraboo (1994)
474,6304419708,"Portrait of a Lady, The (1996)"
481,6304455984,Albino Alligator (1996)
567,6305238065,Cube (1997)
150,6300218031,Some Kind of Wonderful (1987)
173,6301689984,We're No Angels (1989)
778,B00003CWSR,Liberty Heights (1999)
1001,B000A3XY5A,Crash (1996)
465,630438100X,Mother Night (1996)
1174,B007PXYWBI,"House of Yes, The (1997)"
11,0767819454,Idle Hands (1999)
545,6305077509,Two Girls and a Guy (1997)
986,B0007P0XA0,"Awfully Big Adventure, An (1995)"
999,B000A2WDVW,Picnic at Hanging Rock (1975)
1221,B00E3QJ89Q,"Borrowers, The (1997)"
322,6303637493,Farinelli: il castrato (1994)
1204,B00BX8A8UK,King Creole (1958)
221,6302681774,Solar Crisis (1993)
191,630200912X,Date with an Angel (1987)
1267,B00NMUCL1G,Safe (1995)
401,6304078145,Four Rooms (1995)
531,6304961693,In the Heat of the Night (1967)
229,6302763193,Jennifer 8 (1992)
356,6303933661,Double Happiness (1994)
248,6303042449,Another Stakeout (1993)
1303,B010GJM8EA,Copycat (1995)
237,6302987857,Boxing Helena (1993)
309,6303507689,Nobody's Fool (1994)
310,630350986X,Higher Learning (1995)
577,6305261490,Trees Lounge (1996)
525,6304879474,"American Werewolf in Paris, An (1997)"
478,6304431848,Romper Stomper (1992)
104,0800177029,Wolf (1994)
1160,B005YFGIZM,Fresh (1994)
853,B00004Y633,Hellraiser: Bloodline (1996)
1116,B002U6DVPI,"Paris, Texas (1984)"
877,B000056BSJ,Grand Canyon (1991)
1237,B00H91LVVU,"Outsiders, The (1983)"
1034,B000JCE3MA,"Star Is Born, A (1937)"
887,B00005A8S9,Benji (1974)
1332,B01DKTCAOQ,Haunted Honeymoon (1986)
800,B00003CXLD,"In Crowd, The (2000)"
600,6305428247,"Mighty, The (1998)"
848,B00004XPPF,Thomas and the Magic Railroad (2000)
524,6304852428,"Toxic Avenger, Part II, The (1989)"
486,6304493053,"Incredible Journey, The (1963)"
1118,B002ZG98L4,Piranha (1978)
1228,B00F8ONHNU,"Trouble with Harry, The (1955)"
703,6305958181,Ghost Dog: The Way of the Samurai (1999)
1323,B018WQBMZA,Species II (1998)
1109,B002ED6UZ0,Otello (1986)
321,6303620256,"Secret Adventures of Tom Thumb, The (1993)"
658,630576333X,"Happy, Texas (1999)"
151,6300247597,Return of the Fly (1959)
110,1562020226,Santa with Muscles (1996)
228,6302757096,Five Easy Pieces (1970)
233,6302842263,Love Is a Many-Splendored Thing (1955)
1061,B0013D8LNG,"Raisin in the Sun, A (1961)"
335,6303820905,"Secret of Roan Inish, The (1994)"
357,6303934315,Two Women (La Ciociara) (1961)
520,6304798466,Shall We Dance? (1937)
797,B00003CXKS,Dancer in the Dark (2000)
1126,B003ZGJM96,Braindead (1992)
750,B00000JRWE,Cookie's Fortune (1999)
803,B00003CXMO,Bring It On (2000)
697,6305949662,Reindeer Games (2000)
1009,B000BYY0UG,Supernova (2000)
79,0790751445,Ready to Rumble (2000)
788,B00003CXIA,"Flintstones in Viva Rock Vegas, The (2000)"
672,6305812241,American Buffalo (1996)
1127,B00400M3ZQ,Faithful (1996)
1185,B009RWRINE,"Man Who Knew Too Much, The (1956)"
1178,B0089BSMB6,Kidnapped (1960)
521,6304806450,Metro (1997)
47,0783235674,Family Plot (1976)
552,6305128952,"Horse Whisperer, The (1998)"
1199,B00BDZV8G6,You Can't Take It With You (1938)
360,6303937160,Moonlight and Valentino (1995)
148,6300216748,Three Days of the Condor (1975)
263,630318457X,Being Human (1993)
1325,B01ABD498Y,Coming Home (1978)
857,B00004Z1FX,Shaft (2000)
466,6304393075,Looking for Richard (1996)
1320,B017HP18WO,Flesh and Bone (1993)
850,B00004XPPK,Gilda (1946)
419,6304153554,Carried Away (1996)
1112,B002M0HOV4,"Christmas Carol, A (1938)"
358,6303935125,Diabolique (1996)
940,B0000714BS,American Movie (1999)
1067,B001662FIW,Flawless (1999)
1007,B000BBOUC2,8MM (1999)
1225,B00E98G2SS,Home Alone 3 (1997)
18,0767837398,SLC Punk! (1998)
622,630555255X,Desert Blue (1999)
1063,B0013LRKSK,Madeline (1998)
99,0792846133,"Best Years of Our Lives, The (1946)"
604,6305428336,Down in the Delta (1998)
399,6304078080,"Cry, the Beloved Country (1995)"
1335,B01ERZG22I,Restoration (1995)
836,B00004UB6S,Agnes Browne (1999)
388,6304022166,Tom and Huck (1995)
1222,B00E5PHTR8,Solo (1996)
591,6305388539,Bloodsport (1988)
39,0783227892,Hard Target (1993)
1183,B00979KQFE,Missing in Action 2: The Beginning (1985)
445,6304285353,Kansas City (1996)
454,6304311885,Harriet the Spy (1996)
244,6303036813,"Return of Jafar, The (1993)"
446,6304285388,That Darn Cat! (1965)
984,B0007A3EIS,Buddy (1997)
958,B00009WVSM,Turbo: A Power Rangers Movie (1997)
301,6303450849,Far From Home: The Adventures of Yellow Dog (1995)
329,6303675220,Mighty Morphin Power Rangers: The Movie (1995)
281,6303344224,"Next Karate Kid, The (1994)"
385,6304017049,Dunston Checks In (1996)
406,6304101147,All Dogs Go to Heaven 2 (1996)
397,6304048017,Theodore Rex (1995)
289,6303383289,"Simple Twist of Fate, A (1994)"
648,6305714886,Brokedown Palace (1999)
947,B000089795,God Said 'Ha!' (1998)
395,6304039212,Blue in the Face (1995)
76,0790744813,On the Town (1949)
4,0767800745,"Friend of the Deceased, A (1997)"
1025,B000FOQ1GI,Pushing Hands (1992)
1003,B000ADWDEI,Kicking and Screaming (1995)
345,6303908551,Bhaji on the Beach (1993)
93,0792841409,Paths of Glory (1957)
900,B00005JLPK,Friday (1995)
48,0783240473,For Love of the Game (1999)
1336,B01F44MSHE,"Mark of Zorro, The (1940)"
865,B0000524E5,Coyote Ugly (2000)
798,B00003CXL4,"Eyes of Tammy Faye, The (2000)"
387,6304021577,Gold Diggers: The Secret of Bear Mountain (1995)
663,6305782261,Tumbleweeds (1999)
475,6304422342,Palookaville (1996)
390,6304029977,Faster Pussycat! Kill! Kill! (1965)
113,1567301789,"Cement Garden, The (1993)"
71,0790739313,Why Do Fools Fall In Love? (1998)
1082,B001EDGKWE,Urban Legend (1998)
1291,B00W3W2TC0,Infinity (1996)
424,6304167725,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996)
242,6303022928,What's Love Got to Do with It? (1993)
1257,B00KW3A6EU,"Watcher, The (2000)"
84,0792154436,Dead Man on Campus (1998)
678,6305831661,Down to You (2000)
503,6304676956,Free Willy 3: The Rescue (1997)
618,6305515042,Doug's 1st Movie (1999)
840,B00004VVO7,Me Myself I (2000)
704,6305963088,Here on Earth (2000)
799,B00003CXL6,Autumn in New York (2000)
211,6302426200,"Great Mouse Detective, The (1986)"
909,B00005MM61,Bloodsport 2 (1995)
991,B0007YUVWQ,Steel (1997)
512,6304707029,Brassed Off (1996)
963,B00015YVR2,Our Town (1940)
1251,B00JU94ZPS,Sabotage (1936)
100,079396041X,Paradise Road (1997)
1154,B005KR6O1C,Lost Horizon (1937)
452,6304308469,Grand Hotel (1932)
134,6300185206,"Palm Beach Story, The (1942)"
128,6300181510,Earthquake (1974)
633,630560939X,"Phantom of the Opera, The (1943)"
1136,B004IFYMWK,Fair Game (1995)
1117,B002ZG97M4,Footloose (1984)
219,6302655897,"Suddenly, Last Summer (1959)"
574,6305248893,Shooting Fish (1997)
710,6306010971,Up at the Villa (2000)
794,B00003CXJ9,"Adventures of Rocky and Bullwinkle, The (2000)"
1224,B00E8G5HQE,Volcano (1997)
1226,B00EFJFUVG,Wings (1927)
1036,B000K2UGXO,All the King's Men (1949)
1175,B007XJ5DQ2,Dear God (1996)
705,6305976384,"Slumber Party Massacre, The (1982)"
501,6304675151,Son of Flubber (1963)
569,6305240035,Clay Pigeons (1998)
914,B00005NKSU,Catfish in Black Bean Sauce (2000)
1296,B00XZCIENK,Beyond the Mat (2000)
824,B00004RM2X,Song of the South (1946)
780,B00003CX8A,Where the Money Is (2000)
210,6302413729,Amityville 1992: It's About Time (1992)
350,6303917410,Amityville II: The Possession (1982)
707,6305976449,Sorority House Massacre (1986)
933,B00006G8JZ,"Curse of Frankenstein, The (1957)"
332,6303686850,Earth Vs. the Flying Saucers (1956)
1212,B00CUDD0LG,"Hunted, The (1995)"
44,0783230427,Village of the Damned (1960)
1306,B011ECWT3I,Quatermass II (1957)
1260,B00LBFFR2Y,Prom Night (1980)
302,6303454585,Hello Mary Lou: Prom Night II (1987)
269,6303257275,MacKenna's Gold (1969)
1289,B00V0CLXCQ,Poltergeist III (1988)
777,B0000399W9,"Exorcist III, The (1990)"
744,B00000JLWR,Hell Night (1981)
1273,B00OAIHJ0C,Candyman: Farewell to the Flesh (1995)
92,0792840119,Disturbing Behavior (1998)
91,0792836685,Pumpkinhead (1988)
1062,B0013D8LWC,Twelfth Night (1996)
701,6305958076,East is East (1999)
180,6301805615,Duel in the Sun (1946)
768,B00002SSKU,"Suburbans, The (1999)"
854,B00004Y6BM,Nightwatch (1997)
927,B00006675R,Country Life (1994)
762,B00002E22E,"Cry in the Dark, A (1988)"
130,6300182517,Blue Collar (1978)
154,630027151X,Night Shift (1982)
1083,B001EOQCL2,Bottle Rocket (1996)
736,B00000ICUO,"Cool Dry Place, A (1998)"
536,6304993722,"Gingerbread Man, The (1998)"
1028,B000H6SXVU,No Mercy (1986)
928,B000066S1L,"Mission, The (1986)"
1277,B00PGTN836,"Razor's Edge, The (1984)"
298,6303430562,"Low Down Dirty Shame, A (1994)"
311,6303521398,"Bye Bye, Love (1995)"
875,B000056BOW,"Original Kings of Comedy, The (2000)"
123,157362554X,True Crime (1995)
872,B0000541W8,Bless the Child (2000)
196,6302136261,Daddy Long Legs (1919)
209,6302353750,Blood on the Sun (1945)
120,157362389X,Meet Wally Sparks (1997)
492,6304556845,City of Industry (1997)
94,0792841905,Gang Related (1997)
448,6304293437,Normal Life (1996)
934,B00006JDVT,Bad Company (1995)
530,6304938748,Krippendorf's Tribe (1998)
375,6303995780,Spanking the Monkey (1994)
407,6304104286,Pather Panchali (1955)
480,6304442467,Breaking the Waves (1996)
655,630575991X,"Designated Mourner, The (1997)"
436,6304218893,"Young Poisoner's Handbook, The (1995)"
314,6303567126,"Basketball Diaries, The (1995)"
588,6305362688,Taste of Cherry (1997)
312,6303534465,Federal Hill (1994)
641,6305674086,My Son the Fanatic (1998)
1027,B000GG4RMU,Tampopo (1986)
373,6303995705,Short Cuts (1993)
1285,B00TB9ZXU8,"Last Supper, The (1995)"
485,6304484054,Pink Flamingos (1972)
528,6304938225,Welcome To Sarajevo (1997)
832,B00004TX5O,I Dreamed of Africa (2000)
842,B00004W4GV,Love's Labour's Lost (2000)
292,6303407196,Terminal Velocity (1994)
337,6303832563,Koyaanisqatsi (1983)
852,B00004Y3WH,SubUrbia (1997)
579,630529285X,Ayn Rand: A Sense of Life (1997)
676,6305824584,Dreaming of Joseph Lees (1998)
109,1559409002,Carnival of Souls (1962)
232,6302800897,Anatomy of a Murder (1959)
621,6305537801,"Walk on the Moon, A (1999)"
879,B000056N30,"Tic Code, The (1998)"
1022,B000F48DCS,Stalingrad (1993)
68,0790734737,Mad City (1997)
1151,B005GTMSQY,My Bodyguard (1980)
493,6304578474,Gone Fishin' (1997)
838,B00004UEDZ,Edge of Seventeen (1998)
253,6303092306,Death Wish V: The Face of Death (1994)
182,6301932838,Volunteers (1985)
994,B0009FU0ZG,8 Seconds (1994)
344,6303908225,Virtuosity (1995)
163,6301327977,Body Snatchers (1993)
461,6304368801,"Great Locomotive Chase, The (1956)"
296,6303421016,Getting Even with Dad (1994)
988,B0007WQGRC,Ride with the Devil (1999)
511,6304707002,Children of the Revolution (1996)
675,6305816689,Felicia's Journey (1999)
898,B00005IC54,"Boondock Saints, The (1999)"
725,B00000FYPB,Barry Lyndon (1975)
811,B00003L9CF,In Too Deep (1999)
713,630601232X,American Pimp (1999)
487,6304503873,Shadow Conspiracy (1997)
283,6303354734,Jason's Lyric (1994)
861,B00004ZDFL,Under Suspicion (2000)
869,B000053V7C,Cecil B. Demented (2000)
459,6304354738,Maya Lin: A Strong Clear Vision (1994)
518,6304773307,"Kiss Me, Guido (1997)"
1115,B002U4F5W2,Bliss (1997)
945,B00007G1V9,Mad Love (1995)
1038,B000K7UBVG,Cousin Bette (1998)
860,B00004Z4WS,Human Traffic (1999)
1138,B004O8OLNQ,Trust (1990)
349,6303916880,National Lampoon's Senior Trip (1995)
904,B00005JNT2,Man of the House (1995)
510,6304698305,Out to Sea (1997)
265,6303196543,Dersu Uzala (1974)
339,630383261X,Down by Law (1986)
291,6303398243,Young Doctors in Love (1982)
737,B00000ICUW,"Impostors, The (1998)"
14,0767821807,Pal Joey (1957)
315,6303574203,Losing Isaiah (1995)
1035,B000K0YM0O,Sanjuro (1962)
751,B00000JYWZ,Hands on a Hard Body (1996)
331,6303683568,"Great Day in Harlem, A (1994)"
1259,B00L9S1VZK,Firestorm (1998)
105,0800198840,Dream for an Insomniac (1996)
391,630403220X,"Addiction, The (1995)"
41,0783228686,Black Dog (1998)
215,6302544289,Sleepwalkers (1992)
463,6304375239,Judgment Night (1993)
657,6305763305,Music of the Heart (1999)
97,0792844025,How to Stuff a Wild Bikini (1965)
923,B00006472N,Blackbeard's Ghost (1968)
614,6305498903,200 Cigarettes (1999)
166,6301432827,Baby... Secret of the Lost Legend (1985)
782,B00003CXD7,Twin Peaks: Fire Walk with Me (1992)
197,6302150647,For the Love of Benji (1977)
164,6301374290,Fletch Lives (1989)
161,6301229096,"Year My Voice Broke, The (1987)"
1046,B000NEHLP0,American Dream (1990)
895,B00005B6KZ,Two Family House (2000)
1150,B0057O6ILY,"Face in the Crowd, A (1957)"
1271,B00O4UN5YK,Repulsion (1965)
1321,B018GWWD2G,"Assignment, The (1997)"
1073,B0019SYV0W,Beat the Devil (1954)
723,B00000F3CD,Following (1998)
137,6300214133,It Came from Hollywood (1982)
353,6303926746,Mute Witness (1994)
1286,B00TRAO7UI,Limelight (1952)
960,B0000DZ3BL,Get Bruce (1999)
897,B00005IA7Z,Cutter's Way (1981)
226,6302725623,"Decline of Western Civilization Part II: The Metal Years, The (1988)"
770,B000034DDU,Heidi Fleiss: Hollywood Madam (1995)
1218,B00DVD5TMW,Stalker (1979)
698,6305949743,Holy Smoke (1999)
576,6305260621,Permanent Midnight (1998)
772,B000035P98,"Brandon Teena Story, The (1998)"
462,6304372396,Surviving Picasso (1996)
1324,B019PHHVSW,My Boyfriend's Back (1993)
1326,B01AFGSSWU,Last Night (1998)
405,6304100094,It's My Party (1995)
835,B00004UB6Q,"Map of the World, A (1999)"
1275,B00P69WUEE,Marvin's Room (1996)
527,6304925158,"Education of Little Tree, The (1997)"
745,B00000JMOE,Grace of My Heart (1996)
1311,B011VQNXGE,Gloria (1999)
825,B00004RYDB,"Harmonists, The (1997)"
642,6305674108,My Life So Far (1999)
623,6305564426,Finding North (1999)
297,6303422136,Mrs. Parker and the Vicious Circle (1994)
192,630203082X,Home for the Holidays (1995)
950,B00008G8WJ,Jane Eyre (1996)
775,B000038I11,Joe the King (1999)
1234,B00GPPXNLC,King of the Hill (1993)
874,B000055WI9,Steal This Movie! (2000)
1123,B003Q7B7BU,"Phantom, The (1996)"
514,6304707622,Fire Down Below (1997)
1315,B014GDAVLE,No Escape (1994)
266,6303202225,Surviving the Game (1994)
1041,B000LC5B7O,Man of the Year (1995)
427,6304178379,"Great White Hype, The (1996)"
728,B00000I1LN,Slam (1998)
833,B00004U1F9,After Life (1998)
1249,B00JKTFQWE,In God's Hands (1998)
702,6305958092,Stiff Upper Lips (1998)
662,6305770182,"Minus Man, The (1999)"
250,6303046959,"Saint of Fort Washington, The (1993)"
1094,B001TK80CU,M. Butterfly (1993)
428,6304192290,Trial and Error (1997)
729,B00000IBKY,At First Sight (1999)
324,6303637639,"Pyromaniac's Love Story, A (1995)"
856,B00004YA1G,Still Breathing (1997)
131,630018286X,Cat People (1982)
688,6305874948,Play it to the Bone (1999)
245,6303038859,Calendar Girl (1993)
411,630411222X,Clean Slate (1994)
669,630581001X,"Mystery, Alaska (1999)"
920,B00005Y728,"Saltmen of Tibet, The (1997)"
808,B00003CXO3,Get Carter (2000)
1339,B01F8505J2,"Little Princess, The (1939)"
1017,B000E3K364,Losing Chase (1996)
774,B000038I0Y,Love Stinks (1999)
973,B00023P4PQ,I'm Not Rappaport (1996)
469,6304401256,Herbie Goes to Monte Carlo (1977)
1250,B00JQHOIII,"Gods Must Be Crazy, The (1980)"
156,6300271668,Under the Rainbow (1981)
333,6303686877,Desert Bloom (1986)
368,6303968945,"Steal Big, Steal Little (1995)"
550,6305124345,Major League: Back to the Minors (1998)
716,B000005XXD,Madame Sousatzka (1988)
1135,B004HIGCT4,Sirens (1994)
983,B00077BPF0,"Barefoot Executive, The (1971)"
1342,B01GA4ILCS,"Innocents, The (1961)"
1252,B00K0TWVFI,Trans (1998)
313,6303540104,And God Created Woman (1988)
187,6301966848,Fatal Beauty (1987)
741,B00000IREH,"Funeral, The (1996)"
685,6305868913,Light It Up (1999)
628,630557717X,Among Giants (1998)
866,B0000524EB,"Crow: Salvation, The (2000)"
198,6302180155,"Draughtsman's Contract, The (1982)"
1092,B001OSWOCO,Lady of Burlesque (1943)
434,6304216254,Jupiter's Wife (1994)
535,6304982275,"This World, Then the Fireworks (1996)"
891,B00005ASPE,Psycho Beach Party (2000)
354,6303929583,Heavyweights (1994)
926,B00006673L,Hearts and Minds (1996)
1263,B00M3IVDEY,Carmen (1984)
1248,B00JK1W1IO,Room at the Top (1959)
1202,B00BSTVK9W,Prince of the City (1981)
638,6305649103,Tarzan the Fearless (1933)
1290,B00VX2205W,Howling II: Your Sister Is a Werewolf (1985)
1327,B01BDQOZLY,Psycho II (1983)
913,B00005NKSP,From the Hip (1987)
200,630223218X,Problem Child 2 (1991)
921,B00005YUND,Othello (1995)
1071,B0018C23OK,Desperate Measures (1998)
371,6303985394,"Giant Gila Monster, The (1959)"
194,6302038340,Rawhead Rex (1986)
143,6300214672,April Fool's Day (1986)
505,6304680465,"Hideous Sun Demon, The (1959)"
280,6303341888,Carnosaur 2 (1995)
193,6302037255,"Masque of the Red Death, The (1964)"
547,6305082448,Cross of Iron (1977)
816,B00003XAMS,Glen or Glenda (1953)
1158,B005P2BLC4,Steam: The Turkish Bath (Hamam) (1997)
19,0767839277,"Adventures of Elmo in Grouchland, The (1999)"
995,B0009J93V4,Nekromantik (1987)
1091,B001MYIQJU,Anna Karenina (1997)
820,B00004KDER,Blood Feast (1963)
162,6301233166,Color Me Blood Red (1965)
645,6305680175,Relax... It's Just Sex (1998)
1141,B004VQRCFK,Nightmares (1983)
1195,B00AYRIUGK,House Arrest (1996)
46,0783235410,In Dreams (1999)
905,B00005JXYP,All the Vermeers in New York (1990)
316,6303579345,Funny Bones (1995)
686,6305874867,Gun Shy (2000)
671,6305811725,Shaft in Africa (1973)
1032,B000ICL3M4,Lassie (1994)
964,B0001687A8,Parasite (1982)
433,6304202741,Last Dance (1996)
195,6302041147,Come See the Paradise (1990)
13,0767821610,Eyes of Laura Mars (1978)
300,6303444075,Safe Passage (1994)
482,6304456018,"Substance of Fire, The (1996)"
551,6305127654,Twilight (1998)
823,B00004RF89,Big Bully (1996)
732,B00000IBPE,Guinevere (1999)
912,B00005N7Z0,Prancer (1989)
1176,B0081FSMQU,"Damsel in Distress, A (1937)"
471,6304414129,Adrenalin: Fear the Rush (1996)
410,6304111762,When Night Is Falling (1995)
534,6304981848,No Looking Back (1998)
681,6305837406,"Story of G.I. Joe, The (1945)"
320,6303620000,Destiny Turns on the Radio (1995)
537,6305003777,Tokyo Fist (1995)
717,B0000065MQ,New Jersey Drive (1995)
1294,B00X3DC6OE,Strangeland (1998)
844,B00004X13S,8 1/2 Women (1999)
234,6302873150,Alvarez Kelly (1966)
1334,B01EG1R92A,Deadtime Stories (1987)
1052,B000SIWHAU,"Castle, The (1997)"
650,6305729212,Daughters of the Dust (1992)
28,0780627822,"Thin Line Between Love and Hate, A (1996)"
812,B00003M5I2,Conceiving Ada (1997)
1122,B003BWQDPU,Beautiful (2000)
207,630228175X,Only Angels Have Wings (1939)
609,6305459452,Don't Look in the Basement! (1973)
290,6303396704,Shattered Image (1998)
581,6305297223,Six-String Samurai (1998)
348,6303914985,Bitter Moon (1992)
976,B0002T8FWO,Santa Fe Trail (1940)
1,0764004581,Hell in the Pacific (1968)
593,6305412820,My Name Is Joe (1998)
421,6304165064,Kids of the Round Table (1995)
32,0783210973,"Good Man in Africa, A (1994)"
378,630400592X,"Boys of St. Vincent, The (1993)"
572,630524068X,Beyond Silence (1996)
450,6304298293,Switchblade Sisters (1975)
112,1567301703,For Ever Mozart (1996)
522,6304843267,Airport '77 (1977)
870,B000053V7I,Crime and Punishment in Suburbia (2000)
204,6302271991,In Search of the Castaways (1962)
422,6304166206,Heaven's Prisoners (1996)
513,6304707541,Gridlock'd (1997)
491,6304539444,Keys to Tulsa (1997)
361,6303948049,Never Talk to Strangers (1995)
1246,B00J2PQZSK,Jude (1996)
398,6304054777,Eye for an Eye (1996)
559,6305173990,Hav Plenty (1997)
763,B00002EQ0H,"Very Thought of You, The (1998)"
561,6305191875,"Henry: Portrait of a Serial Killer, Part 2 (1996)"
542,6305063486,"Devil Rides Out, The (1968)"
111,1562021907,Margaret's Museum (1995)
706,6305976422,"Slumber Party Massacre II, The (1987)"
1039,B000KLQUT4,Secret Agent (1936)
846,B00004XOO0,Trois (2000)
418,6304143214,Surf Nazis Must Die (1987)
680,6305837104,Monsieur Verdoux (1947)
944,B00007G1TL,"Big Trees, The (1952)"
894,B00005B6KL,"Flying Saucer, The (1950)"
668,6305807892,X: The Unknown (1956)
341,6303861733,Land Before Time III: The Time of the Great Giving (1995)
613,6305477728,Tetsuo II: Body Hammer (1992)
726,B00000FYSU,Silent Fall (1994)
1131,B004A8ZX4G,Open Season (1996)
834,B00004U29E,Frogs for Snakes (1998)
915,B00005NTN3,About Adam (2000)
1058,B0011UKORM,Sunset Strip (2000)
885,B000059HA6,Turn It Up (2000)
1125,B003V6L8U6,Circus (2000)
673,6305814724,Rough Night in Jericho (1967)
883,B000058TIB,Last Resort (1994)
948,B00008979D,Roommates (1995)
3,0767800311,Nil By Mouth (1997)
1208,B00C6704G0,Touch (1997)
107,097013830X,Belizaire the Cajun (1986)
1008,B000BLI5QO,Cyclo (1995)
1059,B0011V7PQY,Loaded (1994)
381,6304011458,Feast of July (1995)
317,6303586112,"Man of No Importance, A (1994)"
692,6305907870,Greaser's Palace (1972)
1019,B000EMI6J6,Eight Days a Week (1997)
1060,B00125WAV4,Gumby: The Movie (1995)
683,6305847045,Love Is the Devil (1998)
1244,B00IU7UHSU,Beefcake (1999)
855,B00004Y7FB,Full Tilt Boogie (1997)
121,1573624160,Chinese Box (1997)
753,B00000K13T,Twice Upon a Yesterday (1998)
1217,B00DPMFE6U,Fausto (1993)
592,6305400660,Just the Ticket (1999)
540,6305051089,"Price Above Rubies, A (1998)"
765,B00002JWYI,Wedding Bell Blues (1996)
972,B00023GG94,I Like It Like That (1994)
155,6300271579,Mike's Murder (1984)
1317,B015I1461E,"Garbage Pail Kids Movie, The (1987)"
828,B00004STH1,"Source, The (1999)"
911,B00005N5QZ,Poison (1991)
326,6303646743,Turtle Diary (1985)
682,6305841934,Whatever Happened to Aunt Alice? (1969)
632,6305609276,"Brother, Can You Spare a Dime? (1975)"
119,157347049X,Castle Freak (1995)
