item_index,asin,title,image_url
1045,B000MV8AEA,"Arrival, The (1996)",https://m.media-amazon.com/images/M/MV5BZTRhNGFlMWUtOTZiMy00NzZiLTk4NDQtY2E1NzRlZDFkNzY1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
627,630557605X,Never Been Kissed (1999),https://m.media-amazon.com/images/M/MV5BMDJjYWUzZDgtOWZkYS00YTA3LTlmY2EtMzdjOWUxOGU3MzEzXkEyXkFqcGc@._V1_.jpg
63,0790732149,Murder at 1600 (1997),https://m.media-amazon.com/images/M/MV5BN2RhNDM3OGItYzA2Yy00OTMyLWFmM2MtNzA0NzU5MGUwNzI0XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
50,0783243499,American Psycho (2000),https://m.media-amazon.com/images/M/MV5BNzBjM2I5ZjUtNmIzNy00OGNkLWIwZDMtOTAwYWUwMzA2YjdlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
639,6305657939,"Thomas Crown Affair, The (1999)",https://m.media-amazon.com/images/M/MV5BOTEyMjkzYmYtMDJkNi00NjFiLTlmNDgtMWIzOTUyZDJkZmMxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
74,0790741644,"Perfect Murder, A (1998)",https://m.media-amazon.com/images/M/MV5BMjY3YmQ1MzItMGZjMS00ZWZkLTllYTctYWQ0NmI1M2E1NzgwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
6,0767803434,Air Force One (1997),https://m.media-amazon.com/images/M/MV5BMzE4YmY0ZTQtNWExYS00YjA3LTk3NWItNzg3OTU3NjY5YjQyXkEyXkFqcGc@._V1_.jpg
1293,B00WGUWDVG,Sneakers (1992),https://m.media-amazon.com/images/M/MV5BMjRiMTkxODYtYjNlZS00NzU1LThjYWMtNTcxMzI0NGMyMTUxXkEyXkFqcGc@._V1_.jpg
52,0784013470,Stir of Echoes (1999),https://m.media-amazon.com/images/M/MV5BY2FkMzA3MzQtMjQ1Mi00NjI1LTlhNTYtNjQ3ODEwOWY1MDUxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
795,B00003CXJY,Big Momma's House (2000),https://m.media-amazon.com/images/M/MV5BMTg4YWY4MjEtNzQ2NC00MDJjLTg3YWEtZDI1ODkzYjEwNjczXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
906,B00005K26B,Mrs. Doubtfire (1993),https://m.media-amazon.com/images/M/MV5BZWM3MjViYzEtYTkwZi00Y2E0LTg1NGUtMzZhODY3Nzk5NTFkXkEyXkFqcGc@._V1_.jpg
670,6305810079,"Cradle Will Rock, The (1999)",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSMikL1XiQIVD06UpGv24Nx3plGvOFrzKYwxg&s
42,0783229747,One True Thing (1998),https://m.media-amazon.com/images/M/MV5BZWE3ZjQ4YjYtOTdhMy00Y2ZjLTlkOWMtZDM3NWFhMWE4MDg2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1054,B000WGYMTM,Rush Hour (1998),https://upload.wikimedia.org/wikipedia/id/4/49/Rush_Hour_poster.png
1265,B00NB9ILGM,Selena (1997),https://m.media-amazon.com/images/M/MV5BOWU2MjkzN2EtNzY4MC00N2RlLThiNzEtMjk2M2M3NGJjZjRlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
602,630542828X,"Civil Action, A (1998)",https://m.media-amazon.com/images/M/MV5BMDgyNDNkYTMtYmU0NC00YjliLWFhNjgtMmFhOTQ1MmE4NzNmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1261,B00LVZJW4I,From Dusk Till Dawn (1996),https://m.media-amazon.com/images/M/MV5BZGNjMWMwNWEtYTQ2YS00N2E5LTg5ZWYtMDgzM2UxMTE1ZTE4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
69,0790736527,"Devil's Advocate, The (1997)",https://m.media-amazon.com/images/M/MV5BNGIxZmU2ZjEtYjc3OC00Y2FiLWE2ZTQtZGI3NzE0YmRhOTMxXkEyXkFqcGc@._V1_.jpg
587,6305353549,Very Bad Things (1998),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRC6w601SFS4fGX3T2n0xOY_GapnOf7mIs-zA&s
636,6305622825,Entrapment (1999),https://m.media-amazon.com/images/M/MV5BZjliMDM0ZGQtMzA1Yy00MjZhLWI2NDgtODJhOWMyNTBlZDdhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
167,6301505662,Wild Things (1998),https://m.media-amazon.com/images/M/MV5BZDRiYjFlNjgtNWJkMS00YjAzLTg1OTItZTkxOTFlZDA1N2U4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
595,6305417830,"Simple Plan, A (1998)",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_MMUZM6u5f1aPS4f1zWj1Ltcpv9yqAwZ0HA&s
43,078322995X,"Prince of Egypt, The (1998)",https://m.media-amazon.com/images/M/MV5BMjc4NzU5MDUtNmFkNi00NzI5LWE3NjQtNjJlZDRlNjdhZWYwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
742,B00000J2KA,Baby Geniuses (1999),https://m.media-amazon.com/images/M/MV5BZGU1NTE0YWUtY2FkZS00MGE5LWI4MDItMmE5NzYzY2YzMTY1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1191,B00AKGG8FA,"Love Letter, The (1999)",https://m.media-amazon.com/images/M/MV5BMWEyMmE5NzQtZjIyNC00MjAwLTg1NzAtMDVmNzk3ODgxN2FmXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
757,B00001ZWTS,Wild Wild West (1999),"https://m.media-amazon.com/images/M/MV5BOGI1OWJjMWUtOTNiNC00N2RlLWE3OTYtM2FmOGUzNTQxNzk2XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
254,6303095216,Doctor Dolittle (1967),"https://m.media-amazon.com/images/I/7105AXDzDYL._AC_UF894,1000_QL80_.jpg"
635,6305616027,Inspector Gadget (1999),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRW4lNIfjUkaWZEWpg3pCeRgXqoWxwoB8sl_Q&s
773,B000035Z3G,Dudley Do-Right (1999),https://m.media-amazon.com/images/M/MV5BYTkyOGFiMTMtMjc1NC00Yzc2LWFlZmQtMDM4ZTU3YjhjYzE4XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
761,B000028U3R,"Iron Giant, The (1999)",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQQtYvQxxY_7g1rbdvzoJDc8bGifr-giLpH1w&s
1255,B00KIZY2QA,I Saw What You Did (1965),https://m.media-amazon.com/images/M/MV5BZDI2YjkyNWItMTI5Yi00YzY2LTgyZDQtNGQyNzg5YzY0NjU5XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
656,6305761213,Drive Me Crazy (1999),https://m.media-amazon.com/images/M/MV5BMGU0YmZlYmEtMWQyYS00YjM1LThlNmYtOWQ1YzU4ZTRkMWMxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
533,6304981643,"Grifters, The (1990)",https://m.media-amazon.com/images/M/MV5BYTcyNDA4Y2ItZGJiNy00YWJjLWFhNDgtMzM4M2NkNWQ1NDVmXkEyXkFqcGc@._V1_.jpg
949,B00008AWQX,"Invisible Man, The (1933)",https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p5920_p_v10_ab.jpg
31,0783114729,My Left Foot (1989),https://m.media-amazon.com/images/M/MV5BYzU2NDY0YzItOTVhNS00Yzk4LTg0ZTktNjFiZDJmZTgwMDYyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
804,B00003CXMV,"Art of War, The (2000)",https://m.media-amazon.com/images/M/MV5BNGM3NjZiNWMtMDVlZi00NTNjLThjN2YtZjI1Nzk3ZDNlNTk1XkEyXkFqcGc@._V1_.jpg
382,630401323X,Destination Moon (1950),https://m.media-amazon.com/images/M/MV5BMjE5MzkxOTQ4NV5BMl5BanBnXkFtZTgwMjEyMTE1NTE@._V1_.jpg
299,6303433766,Heavenly Creatures (1994),https://m.media-amazon.com/images/M/MV5BMjY2OTgyMjMtZGEwYy00NGNjLTg3NmQtNzBmMDRkZmRiYzlhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
249,6303046436,It Came from Outer Space (1953),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQTe5a3jZNq_BIvZeeZ5P_s1VJ9TbOS9oAiZg&s
270,6303257372,It Came from Beneath the Sea (1955),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ04y1zxkrlSstDnSyYjKNVuqfLmVykiHSnOA&s
1198,B00BC0JIW8,"Navigator: A Mediaeval Odyssey, The (1988)",https://m.media-amazon.com/images/M/MV5BYzM1NGQ2NGMtYzVlZC00NTBjLTkwMjgtZjc2YjhjYzlkZTRkXkEyXkFqcGc@._V1_.jpg
370,630398021X,Strange Days (1995),https://m.media-amazon.com/images/M/MV5BNzk1NGY4ZGUtYzllYy00ODM0LTljNmItYTY5NGI4YWQxNTQxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
880,B000056OCJ,Moonraker (1979),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS4CEhmJIeVxvjvYrxf9xi-bAtCHqB53cCK_w&s
1337,B01F57MY9W,Hoodlum (1997),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcR_RgIrbWknbYAF4L3cwKS1q_Ek8JDQxbLgtA&s
509,6304697988,"Stepford Wives, The (1975)",https://m.media-amazon.com/images/M/MV5BMTMyMDQyODM1NV5BMl5BanBnXkFtZTYwMTg2MzY5._V1_QL75_UX151_.jpg
264,6303187196,Farewell My Concubine (1993),https://m.media-amazon.com/images/M/MV5BYjMzZjcwNzItNTYwZC00NzAxLWE3MmMtYmU3ZjdkMWMxNDMwXkEyXkFqcGc@._V1_.jpg
687,630587493X,Bicentennial Man (1999),https://m.media-amazon.com/images/M/MV5BMzM1MDVlZDItN2ZiZS00MWY2LTk3YzgtOGY4ZDRhNTEyNzA4XkEyXkFqcGc@._V1_.jpg
1055,B000X9LVQA,Them! (1954),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS2S3w3c1-8KMRhl3_OuOODCFunqez5ftDfrw&s
847,B00004XPPD,Center Stage (2000),https://m.media-amazon.com/images/M/MV5BODk2MjYwNDQ4MV5BMl5BanBnXkFtZTYwNzc1NDY2._V1_.jpg
993,B00099ZIBS,"Murder, My Sweet (1944)",https://m.media-amazon.com/images/M/MV5BMTQ0NzM2NzctYjI1Yi00NWEzLWFhNTYtYjFkN2QwZGRkNDlhXkEyXkFqcGc@._V1_.jpg
890,B00005ALS2,Space Cowboys (2000),https://m.media-amazon.com/images/M/MV5BMTk4NzAwOTkwMF5BMl5BanBnXkFtZTYwMDM3MTM3._V1_FMjpg_UX1000_.jpg
1137,B004LV3VQE,Heavy Metal (1981),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTHXGNdHJ9OssGmI-tAt6OIujcRW-oVKivXrQ&s
1165,B0070EUHMU,Sleeper (1973),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRXcR2K5fHJ0cn-Be8yLCIBmaA8bzx9eTMOEA&s
1085,B001G7Q15O,Escape from the Planet of the Apes (1971),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSIk0sxRHkFPqnysS8Bhs_7AM4wumS_0f1TZQ&s
1043,B000MDFTHE,Night of the Comet (1984),https://m.media-amazon.com/images/M/MV5BZWUyM2IxMzItNDljNi00MWQ5LWI0ZTctOThmZjJiYjU3NWJiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1114,B002QZ2DPW,"Lock, Stock & Two Smoking Barrels (1998)","https://m.media-amazon.com/images/M/MV5BMmY1M2M5ZmMtYzllZC00YzAxLTk4MjktZDJkNjA1MTUwMGQ4XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
366,6303961703,What Happened Was... (1994),https://m.media-amazon.com/images/M/MV5BYTQwMDFiMzktZGU5YS00ZDUzLWJiYjAtNTU0YWFlMjhiZDMwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
612,6305475695,Wing Commander (1999),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDJMb3xEYB6hhk2SysUYEDSiQfJoI-mlGWaQ&s
1102,B0027VW6ZW,Nineteen Eighty-Four (1984),https://m.media-amazon.com/images/M/MV5BYTlhOTc3M2QtNmRhNy00ZjhhLTg3MzgtMGRhZjhkZTEwMjUzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1329,B01CQY68C6,All Dogs Go to Heaven (1989),https://m.media-amazon.com/images/M/MV5BZTBlYTA0ZDUtNjJhMS00Y2UxLTk5MzAtMjBlYTAyN2FkMmNlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
327,6303651488,Thunderball (1965),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTI6g-2ZyEjmm1HIy-T9IhaKJKM_TeMXYHl3A&s
308,6303501281,Circle of Friends (1995),https://m.media-amazon.com/images/M/MV5BYjRhYzkyNjctYjFhYi00ZTg4LTg1MWUtMTZkMDM2N2JmM2Q2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1231,B00FYPI1W0,"Secret of NIMH, The (1982)",https://m.media-amazon.com/images/M/MV5BODAxNzMwYTktZjAyMi00NmNhLWJjMzAtMjkzZjRkYjY2Nzk2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
294,6303416403,Teenage Mutant Ninja Turtles III (1993),https://m.media-amazon.com/images/M/MV5BNjEwMWNkNjctNzY5Mi00MzgyLTg2ZDMtMTY5MWRjNzEyMjdiXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1132,B004CWLRKY,Drop Dead Gorgeous (1999),https://m.media-amazon.com/images/M/MV5BZGNiMmMwZDMtMTVhNS00ODExLTgxMTgtMmEwYWU1YTNiYzVkXkEyXkFqcGc@._V1_.jpg
145,6300214710,Pretty in Pink (1986),https://m.media-amazon.com/images/M/MV5BZWMxMTk4YTAtMzEzNS00OTA0LTk2NWMtZjhjYmQwNDUyMzkzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
2,0767015525,"Avengers, The (1998)",https://m.media-amazon.com/images/M/MV5BZTA4ZmZlZWQtZDRlYS00ZWZhLTk0MzEtYjExMGIzMTBlZDNlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
58,078885996X,"Muppet Christmas Carol, The (1992)",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSSxptzpjuTu92KmSX1RdkXkCKtWroEB8eq0A&s
821,B00004R99N,"Rescuers Down Under, The (1990)",https://m.media-amazon.com/images/M/MV5BZjIyYWVhYWUtZTdjYy00NTUxLWExY2YtYjljNWExYjYyMDUxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
760,B000022TSJ,Universal Soldier: The Return (1999),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQRBfpvCbrcZUw-poPOiMfy2MrjZVgzMVUxbg&s
740,B00000IQBP,"Great Muppet Caper, The (1981)",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQVnIhebVu9NzlLsVSeEUiv1D1GFaFYVk4aXg&s
153,6300250407,"Muppets Take Manhattan, The (1984)",https://m.media-amazon.com/images/M/MV5BNWMyNmNjNmYtNGZkMy00OTY2LWFkOTAtMDZjYmQ2ODRkZDFiXkEyXkFqcGc@._V1_.jpg
839,B00004UGAU,Sesame Street Presents Follow That Bird (1985),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQCA7UpsFQCUetsZM9PAARBYCj_NMJzNfeWwg&s
1272,B00O4ZC5A0,101 Dalmatians (1961),https://m.media-amazon.com/images/M/MV5BZTIyMzVmNmItYWFkNS00YWJkLTk3YTEtNTVhMmQ0ODFjYmY1XkEyXkFqcGc@._V1_.jpg
440,6304259093,"Crow: City of Angels, The (1996)",https://m.media-amazon.com/images/M/MV5BZWZjMjVhZDktMDAwNi00MDIzLTg3MzEtMDE2NTNmMzkwNWY1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
453,6304311834,D3: The Mighty Ducks (1996),https://m.media-amazon.com/images/M/MV5BN2E2MjAyMzktNjQxNC00NmRmLWI2MWYtNjQxN2JjMTAyZjMxXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
83,0792153189,Deep Impact (1998),https://m.media-amazon.com/images/M/MV5BN2EwNjMxOWYtYWE5Zi00MWEyLWJlMGMtYzA1NDQyZGE5YWZjXkEyXkFqcGc@._V1_.jpg
1051,B000RXZIKW,Little Women (1994),https://upload.wikimedia.org/wikipedia/id/f/f1/Little_Women_%281994%29_poster.jpg
149,6300216977,Ordinary People (1980),https://m.media-amazon.com/images/M/MV5BODkyODllNDQtMTRjZS00ZGM5LWFmYmQtMzlhZjNhZjgwOGVhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1309,B011MHCW50,"Man with the Golden Gun, The (1974)",https://m.media-amazon.com/images/M/MV5BNzEzMzFiZDgtMWQ4YS00YmU1LWI5OTUtZjcwZmYyY2FlMTFhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1143,B004XC5LRI,Kull the Conqueror (1997),https://m.media-amazon.com/images/M/MV5BZTM1MGIyOGEtNTFmMi00Nzk3LWJkZTUtZDY0Zjc5MDg3YTBkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1103,B002DH20QA,"Adventures of Robin Hood, The (1938)",https://m.media-amazon.com/images/M/MV5BYjA3NzFjNmItYTkwZi00NmMyLWFiMDgtMzY4NjY1ODE0NTg1XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
168,6301570723,"Karate Kid, Part II, The (1986)",https://m.media-amazon.com/images/M/MV5BMzEyYjlhNWMtNTdmOC00N2M4LWI0OWEtZGE3NTJkOWJhYTYyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
404,6304089201,Aladdin and the King of Thieves (1996),https://m.media-amazon.com/images/M/MV5BNjExNzJkZjgtOWI5Mi00NzMwLTliNGItNmNmNzIwYTc1NzlhXkEyXkFqcGc@._V1_.jpg
261,6303168345,Serial Mom (1994),https://m.media-amazon.com/images/M/MV5BMGU3ZDYzNmItYjg5Ni00MjlmLWFmODgtYjIxNTgyNTgwZWNlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
903,B00005JMCW,Freaky Friday (1977),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTs-x9nyVRZjyplq6eHuz_tZHkFyRxxqangRQ&s
135,6300185788,Howard the Duck (1986),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQDKIrsLzVUz1HHmHZWfeXuR-mAxJQfFnoD2Q&s
408,630410605X,White Squall (1996),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTOxBCOaj1KZvm9Juw13sHqTk54Fbai0L9lpQ&s
1192,B00AN5LCXQ,Dangerous Liaisons (1988),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQ721Ubw8g09wtZlF_XlOsEUf4igQG1MeC8Uw&s
102,0800111842,3 Ninjas: High Noon On Mega Mountain (1998),https://m.media-amazon.com/images/M/MV5BYjc4N2Y4MDEtYzdiNS00ODk1LTliNDktMDgzZjhkYzE4M2Y2XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
889,B00005ALS0,Best in Show (2000),https://m.media-amazon.com/images/M/MV5BMTQ5OTc0NDU1MF5BMl5BanBnXkFtZTYwNzk1OTI3._V1_.jpg
508,630469623X,Menace II Society (1993),"https://m.media-amazon.com/images/M/MV5BMzQ1MTNhZWEtM2FmZS00ZjkzLWJhZWEtNzA5ZDllZmYzNjQ1XkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
262,6303168957,D2: The Mighty Ducks (1994),https://m.media-amazon.com/images/M/MV5BNWM2ZmUwOTEtZjZjYy00NDRjLWJkNWEtMTExNGIzZjIxNzgzXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1206,B00C1AIMXE,"Creature From the Black Lagoon, The (1954)",https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcQc2Kb1gMjts5bxLCwMLaAxaaIHT8lEWHLsLA&s
1033,B000IONJHE,"American Werewolf in London, An (1981)",https://m.media-amazon.com/images/M/MV5BOWYyNmMwMTUtZjE2OC00YWQzLWJmMzctNzhmMDI1OTQwNzdhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1307,B011MHBHPG,Licence to Kill (1989),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRH6gY668gh-7ZC6RCaJQ7HTqsMhN5-Gfo46Q&s
1056,B000XSKDMY,Live and Let Die (1973),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTCtUueTpMJB5ddJYV4_I9wmvApxxnj0iIrMA&s
1066,B0015RRN7U,"Amityville Horror, The (1979)",https://m.media-amazon.com/images/M/MV5BNWRmOTdhMWEtYmExOC00Y2E5LTkwYjEtYTAwY2Q0MTU0MTBlXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
892,B00005ATQJ,"Shining, The (1980)",https://m.media-amazon.com/images/M/MV5BNmM5ZThhY2ItOGRjOS00NzZiLWEwYTItNDgyMjFkOTgxMmRiXkEyXkFqcGc@._V1_.jpg
619,6305526079,"Out-of-Towners, The (1999)",https://m.media-amazon.com/images/M/MV5BOTYzZjAzZTctYTliYy00YmY2LTgyOTctNTNiYmJkN2Q3ODEwXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
871,B000053W55,Blues Brothers 2000 (1998),"https://m.media-amazon.com/images/M/MV5BMTkxZmMxODMtODBkYy00MTg0LWI2MjctMTQzNmRiMDY0OTZkXkEyXkFqcGc@._V1_QL75_UX190_CR0,2,190,281_.jpg"
1318,B016JB0KGM,Frankenstein (1931),https://m.media-amazon.com/images/M/MV5BZTQ2YmYwZWItZGU3Yy00ZmE2LTlhYjgtNDQ2MDYxZTExZmRlXkEyXkFqcGc@._V1_.jpg
157,6301005783,Son of Dracula (1943),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcRx2T_c1a045LccZF57Z0wL64wlPPwR_3Lmng&s
1253,B00KA0VEGO,Rosemary's Baby (1968),https://m.media-amazon.com/images/M/MV5BNDlhMDI3OTQtNTBkYy00NWQ5LWJmNWEtZGQwYzZlMTQ4MDI1XkEyXkFqcGc@._V1_.jpg
328,6303651917,Tales from the Hood (1995),https://m.media-amazon.com/images/M/MV5BNjE3YmQ4ZjMtYTQwNC00NzcxLThkOGUtZTNhMzJhZDg2MGEyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
956,B00009AV85,Kingpin (1996),https://m.media-amazon.com/images/M/MV5BODAzODIyMDYwMV5BMl5BanBnXkFtZTcwMTUyNTEzNA@@._V1_FMjpg_UX1000_.jpg
652,6305732329,Outside Providence (1999),https://m.media-amazon.com/images/M/MV5BMTMyODE2NjA0Nl5BMl5BanBnXkFtZTcwNzIzODgxMQ@@._V1_FMjpg_UX1000_.jpg
16,0767826728,I Know What You Did Last Summer (1997),https://upload.wikimedia.org/wikipedia/en/a/a2/I_Know_What_You_Did_Last_Summer.jpg
95,0792842162,Dirty Work (1998),https://m.media-amazon.com/images/M/MV5BMjE0NzkzNDI3Ml5BMl5BanBnXkFtZTcwNjA0NzQzNA@@._V1_FMjpg_UX1000_.jpg
139,6300214192,Friday the 13th (1980),https://resizing.flixster.com/-XZAfHZM39UwaGJIFWKAE8fS0ak=/v3/t/assets/p1820_p_v10_aa.jpg
776,B000038IFO,Pit and the Pendulum (1961),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5SGBo3qsVKPZvfgaEkYq7vkrgVcbFETxXLw&s
1181,B008ZD4Q9U,Screwed (2000),https://m.media-amazon.com/images/M/MV5BYjdhMjI5MWQtZThhNi00NTRkLTgzZWUtZmFhNTRiZTk5M2UzXkEyXkFqcGc@._V1_.jpg
1305,B0118S73VG,Poltergeist (1982),https://m.media-amazon.com/images/M/MV5BNzY4MGZkYjgtYTQ2YS00YTlhLWEyMjAtMjZhYzczNTRlM2ZmXkEyXkFqcGc@._V1_.jpg
615,6305499365,Office Space (1999),https://m.media-amazon.com/images/M/MV5BOTA5MzQ3MzI1NV5BMl5BanBnXkFtZTgwNTcxNTYxMTE@._V1_FMjpg_UX1000_.jpg
583,6305300550,"Night at the Roxbury, A (1998)",https://m.media-amazon.com/images/M/MV5BOTcyOWVlMDAtZDkzNi00ZWVhLWE5MjMtZmJiYjE0NjU3NDlkXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1098,B0021BSOHM,Scream (1996),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcTSL4LgJCsLc6oXtBWIicORQEfuFpLm8SFNow&s
752,B00000JZHG,Psycho (1998),https://m.media-amazon.com/images/M/MV5BMTE5ODc3MDIzMl5BMl5BanBnXkFtZTYwMDU0NzE5._V1_.jpg
88,0792166736,"Next Best Thing, The (2000)",https://m.media-amazon.com/images/M/MV5BZWU3OGYwMzQtOGI3OC00OWFhLWJkMDctMGJjNmMzYmEwNTcyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
689,6305892946,Scream 3 (2000),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcSKl-fKoM2SjVhOBY3rFdQx2kklZuoUiqlpGw&s
942,B00007ELF1,"Apostle, The (1997)",https://m.media-amazon.com/images/M/MV5BZTM3OTg3ZTYtNzBhYS00YTQ0LWJjNDMtNmU5MGFiYTBkYTFmXkEyXkFqcGc@._V1_.jpg
307,6303494080,"Brady Bunch Movie, The (1995)",https://m.media-amazon.com/images/M/MV5BOTRjZTkxNWUtZDM1Mi00ZjE0LTk1N2ItNDc5MWY0ZTUwYmMyXkEyXkFqcGc@._V1_.jpg
218,6302650046,Little Nemo: Adventures in Slumberland (1992),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS5UqdXHra2n57dryZEAdZ8fYqzGPZjNzYVCw&s
1243,B00IMHSXDE,"Messenger: The Story of Joan of Arc, The (1999)",https://m.media-amazon.com/images/M/MV5BYmE2ZWIxMzYtMTI3Mi00MzUyLTg1MzktNTc0MjVlNDA3ZGI3XkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
22,0780606957,House Party 2 (1991),https://m.media-amazon.com/images/M/MV5BMDMwZTIzNjAtNWY5My00MWIyLWI3MjgtYTU5NTZjNjdhMGZhXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
691,6305897786,"Ninth Gate, The (2000)",https://m.media-amazon.com/images/M/MV5BOTQ2ODM2NjktMzJjMC00MWJiLWI2MjMtMzhiOTFmMzc1ZDUyXkEyXkFqcGc@._V1_FMjpg_UX1000_.jpg
1128,B00404ME0Q,Fallen (1998),https://m.media-amazon.com/images/M/MV5BMTIwNTA3OTM0Nl5BMl5BanBnXkFtZTYwNjgzMzk4._V1_.jpg
223,6302720419,Children of the Corn (1984),https://upload.wikimedia.org/wikipedia/en/5/57/ChildrenoftheCornPoster.jpg
133,6300184269,Weird Science (1985),https://encrypted-tbn0.gstatic.com/images?q=tbn:ANd9GcS3v0UNWkcmF6pO_VvY4mkHT9eZgbXSIY2tNQ&s
444,6304279000,"Very Brady Sequel, A (1996)",https://m.media-amazon.com/images/M/MV5BYTkxODYyYWEtNDJiYy00NjM4LTk4MzEtNDRkMzZkNGY0NjE3XkEyXkFqcGc@._V1_.jpg
